date,effective_date,price_Bangchak,price_PTT,price_Shell
2020-01-01,26 Dec 05:00,26.25,26.25,26.25
2020-01-02,26 Dec 05:00,26.25,26.25,26.25
2020-01-03,26 Dec 05:00,26.25,26.25,26.25
2020-01-04,26 Dec 05:00,26.25,26.25,26.25
2020-01-05,04 Jan 05:00,25.95,25.95,26.25
2020-01-06,04 Jan 05:00,25.95,25.95,26.25
2020-01-07,06 Jan 05:00,26.45,26.45,26.45
2020-01-08,06 Jan 05:00,26.45,26.45,26.45
2020-01-09,06 Jan 05:00,26.45,26.45,26.45
2020-01-10,06 Jan 05:00,26.45,26.45,26.45
2020-01-11,10 Jan 05:00,26.15,26.15,26.15
2020-01-12,11 Jan 05:00,26.75,26.75,26.75
2020-01-13,11 Jan 05:00,26.75,26.75,26.75
2020-01-14,11 Jan 05:00,26.75,26.75,26.75
2020-01-15,11 Jan 05:00,26.75,26.75,26.75
2020-01-16,11 Jan 05:00,26.75,26.75,26.75
2020-01-17,16 Jan 05:00,26.75,26.75,26.75
2020-01-18,16 Jan 05:00,26.75,26.75,26.75
2020-01-19,16 Jan 05:00,,,26.75
2020-01-19,18 Jan 05:00,26.35,26.35,
2020-01-20,16 Jan 05:00,,,26.75
2020-01-20,18 Jan 05:00,26.35,26.35,
2020-01-21,16 Jan 05:00,,,26.75
2020-01-21,18 Jan 05:00,26.35,,
2020-01-21,20 Jan 00:01,,26.35,
2020-01-22,18 Jan 05:00,26.35,,
2020-01-22,20 Jan 00:01,,26.35,
2020-01-22,21 Jan 05:00,,,26.35
2020-01-23,22 Jan 05:00,26.65,26.65,26.65
2020-01-24,22 Jan 05:00,26.65,26.65,26.65
2020-01-25,24 Jan 05:00,26.65,26.65,26.65
2020-01-26,25 Jan 05:00,26.25,26.25,26.25
2020-01-27,25 Jan 05:00,26.25,26.25,26.25
2020-01-28,25 Jan 05:00,26.25,26.25,26.25
2020-01-29,25 Jan 05:00,26.25,26.25,26.25
2020-01-30,29 Jan 05:00,26.25,26.25,26.25
2020-01-31,30 Jan 05:00,25.65,25.65,25.65
2020-02-01,30 Jan 05:00,25.65,25.65,25.65
2020-02-02,30 Jan 05:00,25.65,25.65,25.65
2020-02-03,30 Jan 05:00,25.65,25.65,25.65
2020-02-04,30 Jan 05:00,25.65,25.65,25.65
2020-02-05,30 Jan 05:00,25.65,25.65,25.65
2020-02-06,05 Feb 05:00,25.65,25.65,25.65
2020-02-07,05 Feb 05:00,,25.65,25.65
2020-02-07,06 Feb 05:00,25.65,,
2020-02-08,05 Feb 05:00,,25.65,25.65
2020-02-08,06 Feb 05:00,25.65,,
2020-02-09,07 Feb 05:00,25.35,25.35,25.35
2020-02-10,07 Feb 05:00,25.35,25.35,25.35
2020-02-11,07 Feb 05:00,25.35,25.35,25.35
2020-02-12,07 Feb 05:00,25.35,25.35,25.35
2020-02-13,12 Feb 05:00,25.85,25.85,25.85
2020-02-14,12 Feb 05:00,25.85,25.85,25.85
2020-02-15,12 Feb 05:00,25.85,25.85,25.85
2020-02-16,12 Feb 05:00,25.85,25.85,25.85
2020-02-17,12 Feb 05:00,25.85,25.85,25.85
2020-02-18,12 Feb 05:00,25.85,25.85,25.85
2020-02-19,12 Feb 05:00,25.85,25.85,25.85
2020-02-20,19 Feb 05:00,25.85,25.85,25.85
2020-02-21,19 Feb 05:00,25.85,25.85,25.85
2020-02-22,19 Feb 05:00,25.85,25.85,25.85
2020-02-23,22 Feb 05:00,26.35,26.35,26.35
2020-02-24,22 Feb 05:00,26.35,26.35,26.35
2020-02-25,22 Feb 05:00,26.35,26.35,26.35
2020-02-26,22 Feb 05:00,26.35,26.35,26.35
2020-02-27,26 Feb 05:00,25.95,25.95,25.95
2020-02-28,27 Feb 05:00,25.95,25.95,25.95
2020-02-29,28 Feb 05:00,25.95,25.95,25.95
2020-03-01,29 Feb 05:00,25.35,25.35,25.35
2020-03-02,29 Feb 05:00,25.35,25.35,25.35
2020-03-03,29 Feb 05:00,25.35,25.35,25.35
2020-03-04,03 Mar 05:00,24.75,24.75,24.75
2020-03-05,03 Mar 05:00,24.75,24.75,24.75
2020-03-06,03 Mar 05:00,24.75,24.75,24.75
2020-03-07,03 Mar 05:00,24.75,24.75,24.75
2020-03-08,03 Mar 05:00,24.75,24.75,24.75
2020-03-09,03 Mar 05:00,24.75,24.75,24.75
2020-03-10,03 Mar 05:00,24.75,24.75,24.75
2020-03-11,10 Mar 05:00,24.15,24.15,24.15
2020-03-12,11 Mar 05:00,23.55,23.55,23.55
2020-03-13,12 Mar 05:00,22.95,22.95,22.95
2020-03-14,13 Mar 05:00,22.35,22.35,22.35
2020-03-15,14 Mar 05:00,21.75,21.75,21.75
2020-03-16,14 Mar 05:00,21.75,21.75,21.75
2020-03-17,14 Mar 05:00,21.75,21.75,21.75
2020-03-18,14 Mar 05:00,21.75,21.75,21.75
2020-03-19,18 Mar 05:00,21.15,21.15,21.15
2020-03-20,19 Mar 05:00,20.55,20.55,20.55
2020-03-21,20 Mar 05:00,19.95,19.95,19.95
2020-03-22,20 Mar 05:00,19.95,19.95,19.95
2020-03-23,20 Mar 05:00,19.95,19.95,19.95
2020-03-24,20 Mar 05:00,19.95,19.95,19.95
2020-03-25,24 Mar 05:00,19.45,19.45,19.45
2020-03-26,25 Mar 05:00,18.85,18.85,18.85
2020-03-27,25 Mar 05:00,18.85,18.85,18.85
2020-03-28,25 Mar 05:00,18.85,18.85,18.85
2020-03-29,25 Mar 05:00,18.85,18.85,18.85
2020-03-30,25 Mar 05:00,18.85,18.85,18.85
2020-03-31,25 Mar 05:00,18.85,18.85,18.85
2020-04-01,25 Mar 05:00,18.85,18.85,18.85
2020-04-02,01 Apr 05:00,18.25,18.25,
2020-04-02,25 Mar 05:00,,,18.85
2020-04-03,01 Apr 05:00,18.25,18.25,
2020-04-03,25 Mar 05:00,,,18.85
2020-04-04,01 Apr 05:00,18.25,18.25,
2020-04-04,25 Mar 05:00,,,18.85
2020-04-05,01 Apr 05:00,18.25,18.25,
2020-04-05,04 Apr 05:00,,,18.25
2020-04-06,01 Apr 05:00,18.25,18.25,
2020-04-06,04 Apr 05:00,,,18.25
2020-04-07,01 Apr 05:00,18.25,18.25,
2020-04-07,04 Apr 05:00,,,18.25
2020-04-08,01 Apr 05:00,18.25,18.25,
2020-04-08,04 Apr 05:00,,,18.25
2020-04-09,01 Apr 05:00,18.25,18.25,
2020-04-09,04 Apr 05:00,,,18.25
2020-04-10,01 Apr 05:00,18.25,18.25,
2020-04-10,04 Apr 05:00,,,18.25
2020-04-11,10 Apr 05:00,17.65,17.65,17.65
2020-04-12,10 Apr 05:00,17.65,17.65,17.65
2020-04-13,10 Apr 05:00,17.65,17.65,17.65
2020-04-14,10 Apr 05:00,17.65,17.65,17.65
2020-04-15,10 Apr 05:00,17.65,17.65,17.65
2020-04-16,15 Apr 05:00,17.05,17.05,17.05
2020-04-17,15 Apr 05:00,17.05,17.05,17.05
2020-04-18,15 Apr 05:00,17.05,17.05,17.05
2020-04-19,18 Apr 05:00,17.55,17.55,17.55
2020-04-20,18 Apr 05:00,17.55,17.55,17.55
2020-04-21,18 Apr 05:00,17.55,17.55,17.55
2020-04-22,18 Apr 05:00,17.55,17.55,17.55
2020-04-23,18 Apr 05:00,17.55,17.55,17.55
2020-04-24,23 Apr 05:00,16.95,16.95,16.95
2020-04-25,24 Apr 05:00,16.95,16.95,16.95
2020-04-26,24 Apr 05:00,16.95,16.95,16.95
2020-04-27,24 Apr 05:00,16.95,16.95,16.95
2020-04-28,24 Apr 05:00,16.95,16.95,16.95
2020-04-29,24 Apr 05:00,16.95,16.95,16.95
2020-04-30,24 Apr 05:00,16.95,16.95,16.95
2020-05-01,30 Apr 05:00,16.95,16.95,16.95
2020-05-02,01 May 05:00,17.45,17.45,17.45
2020-05-03,01 May 05:00,17.45,17.45,17.45
2020-05-04,01 May 05:00,17.45,17.45,17.45
2020-05-05,01 May 05:00,17.45,17.45,17.45
2020-05-06,01 May 05:00,17.45,17.45,17.45
2020-05-07,06 May 05:00,17.75,17.75,17.75
2020-05-08,06 May 05:00,17.75,17.75,17.75
2020-05-09,08 May 05:00,18.35,18.35,18.35
2020-05-10,09 May 05:00,18.85,18.85,18.85
2020-05-11,09 May 05:00,18.85,18.85,18.85
2020-05-12,09 May 05:00,18.85,18.85,18.85
2020-05-13,09 May 05:00,18.85,18.85,18.85
2020-05-14,09 May 05:00,18.85,18.85,18.85
2020-05-15,14 May 05:00,19.25,19.25,19.25
2020-05-16,14 May 05:00,19.25,19.25,19.25
2020-05-17,14 May 05:00,19.25,19.25,
2020-05-17,16 May 05:00,,,19.75
2020-05-18,14 May 05:00,19.25,19.25,
2020-05-18,16 May 05:00,,,19.75
2020-05-19,14 May 05:00,19.25,19.25,
2020-05-19,16 May 05:00,,,19.75
2020-05-20,19 May 05:00,19.75,19.75,20.25
2020-05-21,20 May 05:00,20.25,20.25,20.75
2020-05-22,20 May 05:00,20.25,20.25,20.75
2020-05-23,22 May 05:00,20.25,20.25,20.25
2020-05-24,23 May 05:00,20.25,20.25,20.25
2020-05-25,23 May 05:00,20.25,20.25,20.25
2020-05-26,23 May 05:00,20.25,20.25,20.25
2020-05-27,23 May 05:00,20.25,20.25,20.25
2020-05-28,23 May 05:00,20.25,20.25,20.25
2020-05-29,23 May 05:00,20.25,20.25,20.25
2020-05-30,23 May 05:00,20.25,20.25,20.25
2020-05-31,23 May 05:00,,,20.25
2020-05-31,30 May 05:00,19.95,19.95,
2020-06-01,23 May 05:00,,,20.25
2020-06-01,30 May 05:00,19.95,19.95,
2020-06-02,23 May 05:00,,,20.25
2020-06-02,30 May 05:00,19.95,19.95,
2020-06-03,23 May 05:00,,,20.25
2020-06-03,30 May 05:00,19.95,19.95,
2020-06-04,03 Jun 05:00,20.55,20.55,20.85
2020-06-05,03 Jun 05:00,20.55,20.55,20.85
2020-06-06,05 Jun 05:00,21.15,21.15,21.15
2020-06-07,05 Jun 05:00,21.15,21.15,21.15
2020-06-08,05 Jun 05:00,21.15,21.15,21.15
2020-06-09,05 Jun 05:00,21.15,21.15,21.15
2020-06-10,05 Jun 05:00,21.15,21.15,
2020-06-10,09 Jun 05:00,,,21.75
2020-06-11,09 Jun 05:00,,,21.75
2020-06-11,10 Jun 05:00,21.75,21.75,
2020-06-12,09 Jun 05:00,,,21.75
2020-06-12,10 Jun 05:00,21.75,21.75,
2020-06-13,12 Jun 05:00,21.45,21.45,21.45
2020-06-14,12 Jun 05:00,21.45,21.45,21.45
2020-06-15,12 Jun 05:00,21.45,21.45,21.45
2020-06-16,12 Jun 05:00,21.45,21.45,21.45
2020-06-17,12 Jun 05:00,21.45,21.45,21.45
2020-06-18,12 Jun 05:00,,,21.45
2020-06-18,17 Jun 05:00,20.95,20.95,
2020-06-19,12 Jun 05:00,,,21.45
2020-06-19,17 Jun 05:00,20.95,20.95,
2020-06-20,19 Jun 05:00,21.55,21.55,21.55
2020-06-21,19 Jun 05:00,21.55,21.55,
2020-06-21,20 Jun 05:00,,,21.95
2020-06-22,19 Jun 05:00,21.55,21.55,
2020-06-22,20 Jun 05:00,,,21.95
2020-06-23,19 Jun 05:00,21.55,21.55,
2020-06-23,20 Jun 05:00,,,21.95
2020-06-24,23 Jun 05:00,22.15,22.15,22.15
2020-06-25,23 Jun 05:00,22.15,22.15,22.15
2020-06-26,23 Jun 05:00,22.15,22.15,22.15
2020-06-27,23 Jun 05:00,22.15,22.15,22.15
2020-06-28,27 Jun 05:00,21.55,21.55,21.55
2020-06-29,27 Jun 05:00,21.55,21.55,21.55
2020-06-30,27 Jun 05:00,21.55,21.55,21.55
2020-07-01,27 Jun 05:00,21.55,21.55,21.55
2020-07-02,01 Jul 05:00,20.95,20.95,21.55
2020-07-03,01 Jul 05:00,20.95,20.95,21.55
2020-07-04,03 Jul 05:00,21.55,21.55,21.55
2020-07-05,03 Jul 05:00,21.55,21.55,21.55
2020-07-06,03 Jul 05:00,21.55,21.55,21.55
2020-07-07,03 Jul 05:00,21.55,21.55,21.55
2020-07-08,03 Jul 05:00,21.55,21.55,21.55
2020-07-09,03 Jul 05:00,21.55,21.55,21.55
2020-07-10,03 Jul 05:00,21.55,21.55,21.55
2020-07-11,03 Jul 05:00,21.55,21.55,
2020-07-11,10 Jul 05:00,,,21.8
2020-07-12,11 Jul 05:00,21.85,21.85,21.85
2020-07-13,11 Jul 05:00,21.85,21.85,21.85
2020-07-14,11 Jul 05:00,21.85,21.85,21.85
2020-07-15,11 Jul 05:00,21.85,21.85,21.85
2020-07-16,11 Jul 05:00,21.85,21.85,21.85
2020-07-17,11 Jul 05:00,,,21.85
2020-07-17,16 Jul 05:00,21.55,21.55,
2020-07-18,11 Jul 05:00,,,21.85
2020-07-18,16 Jul 05:00,21.55,21.55,
2020-07-19,16 Jul 05:00,21.55,21.55,
2020-07-19,18 Jul 05:00,,,21.55
2020-07-20,16 Jul 05:00,21.55,21.55,
2020-07-20,18 Jul 05:00,,,21.55
2020-07-21,16 Jul 05:00,21.55,21.55,
2020-07-21,18 Jul 05:00,,,21.55
2020-07-22,16 Jul 05:00,21.55,21.55,
2020-07-22,18 Jul 05:00,,,21.55
2020-07-23,16 Jul 05:00,21.55,21.55,
2020-07-23,22 Jul 05:00,,,21.85
2020-07-24,22 Jul 05:00,,,21.85
2020-07-24,23 Jul 05:00,21.95,21.95,
2020-07-25,23 Jul 05:00,21.95,21.95,
2020-07-25,24 Jul 05:00,,,21.95
2020-07-26,23 Jul 05:00,21.95,21.95,
2020-07-26,24 Jul 05:00,,,21.95
2020-07-27,23 Jul 05:00,21.95,21.95,
2020-07-27,24 Jul 05:00,,,21.95
2020-07-28,23 Jul 05:00,21.95,21.95,
2020-07-28,24 Jul 05:00,,,21.95
2020-07-29,23 Jul 05:00,21.95,21.95,
2020-07-29,24 Jul 05:00,,,21.95
2020-07-30,23 Jul 05:00,21.95,21.95,
2020-07-30,24 Jul 05:00,,,21.95
2020-07-31,30 Jul 05:00,21.55,21.55,21.55
2020-08-01,30 Jul 05:00,21.55,21.55,21.55
2020-08-02,01 Aug 05:00,21.25,21.25,21.25
2020-08-03,01 Aug 05:00,21.25,21.25,21.25
2020-08-04,01 Aug 05:00,21.25,21.25,21.25
2020-08-05,01 Aug 05:00,21.25,21.25,21.25
2020-08-06,01 Aug 05:00,21.25,21.25,21.25
2020-08-07,01 Aug 05:00,21.25,21.25,
2020-08-07,06 Aug 05:00,,,21.65
2020-08-08,06 Aug 05:00,,,21.65
2020-08-08,07 Aug 05:00,21.65,21.65,
2020-08-09,07 Aug 05:00,21.65,21.65,
2020-08-09,08 Aug 05:00,,,21.65
2020-08-10,07 Aug 05:00,21.65,21.65,
2020-08-10,08 Aug 05:00,,,21.65
2020-08-11,07 Aug 05:00,21.65,21.65,
2020-08-11,08 Aug 05:00,,,21.65
2020-08-12,07 Aug 05:00,21.65,21.65,
2020-08-12,08 Aug 05:00,,,21.65
2020-08-13,07 Aug 05:00,21.65,21.65,
2020-08-13,12 Aug 05:00,,,21.95
2020-08-14,07 Aug 05:00,21.65,21.65,
2020-08-14,12 Aug 05:00,,,21.95
2020-08-15,14 Aug 05:00,21.95,21.95,21.95
2020-08-16,14 Aug 05:00,21.95,21.95,21.95
2020-08-17,14 Aug 05:00,21.95,21.95,21.95
2020-08-18,14 Aug 05:00,21.95,21.95,21.95
2020-08-19,14 Aug 05:00,,,21.95
2020-08-19,18 Aug 05:00,21.95,21.95,
2020-08-20,18 Aug 05:00,21.95,21.95,
2020-08-20,19 Aug 05:00,,,22.35
2020-08-21,18 Aug 05:00,21.95,21.95,
2020-08-21,20 Aug 05:00,,,21.95
2020-08-22,18 Aug 05:00,21.95,21.95,
2020-08-22,20 Aug 05:00,,,21.95
2020-08-23,18 Aug 05:00,21.95,21.95,
2020-08-23,20 Aug 05:00,,,21.95
2020-08-24,18 Aug 05:00,21.95,21.95,
2020-08-24,20 Aug 05:00,,,21.95
2020-08-25,18 Aug 05:00,21.95,21.95,
2020-08-25,20 Aug 05:00,,,21.95
2020-08-26,18 Aug 05:00,21.95,21.95,
2020-08-26,20 Aug 05:00,,,21.95
2020-08-27,18 Aug 05:00,21.95,21.95,
2020-08-27,26 Aug 05:00,,,22.25
2020-08-28,26 Aug 05:00,,,22.25
2020-08-28,27 Aug 05:00,22.25,22.25,
2020-08-29,26 Aug 05:00,,,22.25
2020-08-29,27 Aug 05:00,22.25,22.25,
2020-08-30,26 Aug 05:00,,,22.25
2020-08-30,27 Aug 05:00,22.25,22.25,
2020-08-31,26 Aug 05:00,,,22.25
2020-08-31,27 Aug 05:00,22.25,22.25,
2020-09-01,26 Aug 05:00,,,22.25
2020-09-01,27 Aug 05:00,22.25,22.25,
2020-09-02,01 Sep 05:00,21.75,21.75,
2020-09-02,26 Aug 05:00,,,22.25
2020-09-03,01 Sep 05:00,21.75,21.75,
2020-09-03,26 Aug 05:00,,,22.25
2020-09-04,01 Sep 05:00,21.75,21.75,
2020-09-04,26 Aug 05:00,,,22.25
2020-09-05,01 Sep 05:00,21.75,21.75,
2020-09-05,04 Sep 05:00,,,21.75
2020-09-06,01 Sep 05:00,21.75,21.75,
2020-09-06,04 Sep 05:00,,,21.75
2020-09-07,01 Sep 05:00,21.75,21.75,
2020-09-07,04 Sep 05:00,,,21.75
2020-09-08,01 Sep 05:00,21.75,21.75,
2020-09-08,04 Sep 05:00,,,21.75
2020-09-09,01 Sep 05:00,21.75,21.75,
2020-09-09,04 Sep 05:00,,,21.75
2020-09-10,04 Sep 05:00,,,21.75
2020-09-10,09 Sep 05:00,21.75,21.75,
2020-09-11,09 Sep 05:00,21.75,21.75,
2020-09-11,10 Sep 05:00,,,21.75
2020-09-12,10 Sep 05:00,,,21.75
2020-09-12,11 Sep 05:00,21.25,21.25,
2020-09-13,12 Sep 05:00,21.25,21.25,21.25
2020-09-14,12 Sep 05:00,21.25,21.25,21.25
2020-09-15,12 Sep 05:00,21.25,21.25,21.25
2020-09-16,12 Sep 05:00,21.25,21.25,21.25
2020-09-17,12 Sep 05:00,21.25,21.25,21.25
2020-09-18,12 Sep 05:00,21.25,21.25,21.25
2020-09-19,18 Sep 05:00,21.75,21.75,21.75
2020-09-20,18 Sep 05:00,21.75,21.75,
2020-09-20,19 Sep 05:00,,,22.25
2020-09-21,18 Sep 05:00,21.75,21.75,
2020-09-21,19 Sep 05:00,,,22.25
2020-09-22,18 Sep 05:00,21.75,21.75,
2020-09-22,19 Sep 05:00,,,22.25
2020-09-23,19 Sep 05:00,,,22.25
2020-09-23,22 Sep 05:00,22.25,22.25,
