date,effective_date,price_Bangchak,price_PTT,price_Shell
2022-12-24,23 Dec 00:01,34.45,,
2022-12-25,21 Dec 05:00,,34.45,35.05
2022-12-25,23 Dec 00:01,34.45,,
2022-12-26,21 Dec 05:00,,34.45,35.05
2022-12-26,23 Dec 00:01,34.45,,
2022-12-27,21 Dec 05:00,,34.45,35.05
2022-12-27,23 Dec 00:01,34.45,,
2022-12-28,21 Dec 05:00,,34.45,35.05
2022-12-28,23 Dec 00:01,34.45,,
2022-12-29,21 Dec 05:00,,34.45,35.05
2022-12-29,23 Dec 00:01,34.45,,
2022-12-30,21 Dec 05:00,,34.45,35.05
2022-12-30,23 Dec 00:01,34.45,,
2022-12-31,21 Dec 05:00,,34.45,35.05
2022-12-31,23 Dec 00:01,34.45,,
